Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13609919.998218475,-17.800314035061504
150,7938217.009548575,-52.34025516002771
250,5607981.16440599,-61.96459827545938
350,4345036.128896827,-70.3495704352324
450,3524663.0994463502,-75.5934136436408
550,3414968.921203639,-81.42069364399359
650,2885236.3701630444,-84.68397751356383
750,2526145.8694697036,-87.19647660724189
850,2222674.390536695,-89.43349157867715
950,2019803.2156187408,-90.64883542255762
1050,1842814.5824325278,-92.60721851604522
