Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,19839.622533315192,74.63927147285277
150,9863.25951931644,-67.77504437541583
250,1920.7198137822616,-33.207147433190705
350,1763.1200415414014,-31.63736487328102
450,1623.1364309798412,-33.59893819609683
550,1567.2035442770168,-33.34811295046703
650,1367.7955456540003,-32.856406319564975
750,1306.6383823489577,-33.49287721070581
850,1244.5321699146396,-33.72808827535304
950,1217.2891769656403,-35.020024599883946
1050,1200.026654876033,-34.96083479629476
