Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14354170.541474676,-52.62256465338942
150,7090747.147752046,-59.878023732684255
250,4851862.878454624,-66.30081020098216
350,3709219.4678752427,-72.28613581983159
450,2970423.1899288776,-76.05335496448365
550,2479619.2473795777,-79.09575811773074
650,2132438.802847213,-83.53202215070276
750,1887500.7187650702,-87.22289915943408
850,1673885.2576654425,-90.64134233481995
950,1521788.4239032033,-91.75295374410044
1050,1345498.4828332053,-94.21013951731737
