Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5249941.2374748485,-59.08677692836312
150,317916.366128234,-12.13947196607455
250,292465.7805560241,-23.63173657188733
350,262414.7837616838,-22.104826600488728
450,230791.457813984,-18.857283538117596
550,210528.0612536694,-14.532964105407741
650,196152.96477550225,-18.358900994484348
750,188806.0265550882,-22.50544793070165
850,286774.71236684127,-51.412732888109744
950,236481.1478955648,-53.18724397603835
1050,269124.952574655,-49.836176284120434
