Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,28122743.647592045,-24.42264832979846
150,20367898.94801718,-67.61663272779658
250,12742079.483542802,-80.04989365649784
350,9643368.05977398,-86.79361910280875
450,7437090.075970074,-92.95469107462283
550,6124495.298968514,-97.0544769800819
650,5074064.656034486,-102.51652530177572
750,4362135.833940744,-105.48257909129147
850,3798611.3239191812,-110.00698698887909
950,3453188.213143122,-114.88754034400439
1050,3055814.3549299715,-114.65118945533048
