Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,223333.4394803071,-23.15845813790784
150,178076.62866587497,-23.275424485208525
250,161088.03682820775,-25.44343172808718
350,149340.49041311664,-27.916357278420808
450,140755.75792579542,-30.639711239303985
550,134037.92188128436,-33.11080737507919
650,127516.8912834453,-35.859392951380464
750,121939.48015097335,-38.21271550795445
850,116744.00049334492,-40.784228946051364
950,112901.9282734917,-42.64004640850742
1050,110722.15894061378,-45.7803786623375
