Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,21379784.79947273,-62.757301272886586
150,8373194.85029139,-72.6502745859305
250,5348897.553866342,-77.7865709652976
350,3960565.6229510265,-82.54599041556719
450,3154389.031690618,-86.08008977899071
550,2599189.7797535774,-88.94644150429384
650,2203142.0388013683,-92.04337302322435
750,1926537.9129886685,-94.87448929416233
850,1692868.7942232594,-97.8117576328885
950,1553380.4898973745,-100.02034219018257
1050,1491335.6968785268,-103.06592709429329
