Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,24626349.70771314,-74.62762919436676
150,8903767.199451566,-77.14561736360847
250,5552390.982945849,-79.84194480956127
350,4093108.6236026543,-84.90931451722292
450,3227017.3401043173,-87.95697198629271
550,2696264.3056281824,-91.24785414046328
650,2275915.992557041,-94.53763587716246
750,1987223.6036842624,-96.97934801316495
850,1750536.8412654472,-99.91820398292062
950,1610543.9751796839,-101.7805853819992
1050,1455526.4521948828,-104.01549525933791
