Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5058667.347927766,171.28679376632002
150,296436.6913844533,-20.88985651827309
250,292849.8244675455,-17.92581715223798
350,302604.91309250833,-18.352849207974028
450,283682.99813477177,-24.46087979552014
550,226896.90822138553,-31.940674616611023
650,273790.579240369,-45.71465073716126
750,285144.09923470806,-40.19897043321739
850,211228.99300276474,-53.57825399901665
950,220090.048952332,-52.12751997427891
1050,194938.47626268218,-57.91072731281671
