Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15571429.298945198,-36.099360734249856
150,7258863.456011079,-62.64568526730536
250,5137575.733484847,-71.52007275229086
350,4068415.1604737053,-78.43477250208976
450,3241100.792727835,-83.2398301965756
550,2674297.9898971403,-86.8702775446996
650,2296098.913561752,-91.6673936287231
750,1992741.1544743301,-94.74156970587663
850,1766067.3013593617,-98.46670708324102
950,1627329.7140562327,-101.39139637392525
1050,1497057.2551803181,-108.14041440315333
