Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6218.834686524334,-43.722388656097216
150,1624.870259883161,-23.097931179610224
250,1640.2069811182457,-31.24586987439774
350,1380.743575784153,-32.16620540111643
450,1285.4697169983062,-32.023952074737466
550,1207.299719715274,-32.149558717860344
650,1143.840845461733,-33.065606096925166
750,1114.8557921400757,-34.815208737520194
850,1055.048475977288,-35.855598575178796
950,1027.202664433364,-36.826646622831134
1050,994.4269633611384,-37.66019312231833
