Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10304600.001952725,0.3732886463939489
150,8526750.233599672,-31.228829201795772
250,8154226.218891384,-46.23634355549558
350,6602611.815463893,-57.47219998337202
450,5638853.016611765,-66.37391795211052
550,4790275.8736245185,-72.74855045434835
650,4100129.964686188,-81.91575656458996
750,3572487.044109895,-85.89191383305445
850,3143224.5079285647,-90.75591977023646
950,2878985.5579574397,-95.21153046368042
1050,2988068.544517965,-100.98961527441989
