Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,235369.78049041153,-26.419729463215358
150,180892.47712215094,-23.60819394824734
250,163458.1313384984,-24.604246673162077
350,153185.75987943102,-26.511318313053213
450,145148.32126433565,-28.67651879767758
550,138615.55418803633,-31.034975373068484
650,132507.89755848004,-33.51161835021218
750,127457.60944428503,-35.8221792888354
850,122210.85035723931,-38.37613811504802
950,118821.05189535604,-40.28610430815313
1050,114927.26020356157,-42.46096727254681
