Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11419915.107658094,-59.1341865803278
150,7092780.828329533,-62.41872133354492
250,5099658.244396952,-73.53809341114716
350,4030926.2318432517,-80.55432905420994
450,3269315.113461101,-86.15046747252077
550,2760304.570633151,-90.78640274734141
650,2320969.9414207716,-96.21184518281365
750,2017677.9634164346,-99.85606349111579
850,1781968.9214089497,-103.56055059795993
950,1620349.230414012,-106.7244784186253
1050,1450419.0267994704,-110.75926555377475
