Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,44964125.07789888,-59.863406463476586
150,20448034.830207884,-70.08440052326034
250,12738535.048238223,-82.51716120342668
350,9387437.22960499,-86.274011836021
450,7303217.727368028,-94.44209521220814
550,6002978.098018479,-98.54379938143676
650,5059026.536874438,-103.72758109649646
750,4398599.116902197,-108.0418308275774
850,3803508.6893052845,-113.0597191765786
950,3463402.8694299813,-115.58585535354295
1050,3090440.593999914,-119.73150485457982
