Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,124988.01352903372,-73.97653074222617
150,5548.0953052692375,-109.38078035319563
250,1294.3051020455339,-10.141617087753996
350,1283.6463988477153,-7.647721075874679
450,1324.0654484555366,-2.687757085291926
550,1258.0824247964022,-5.352638012299698
650,1272.3760279367916,-8.095582635139687
750,1261.835659958341,-7.8417297444363525
850,1263.5779360008353,-8.957304242928563
950,1253.218686686502,-9.301799575229424
1050,1262.6153550631045,-9.30693468553871
