Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1109980.9926158583,141.60850056286117
150,113641.48900077767,14.221914946673367
250,97351.87124322585,-7.636993139338235
350,74804.73412974236,-16.26746734013866
450,70611.0216269573,-10.956494213707954
550,71149.34555294082,-11.527922062189129
650,67559.36343861828,-12.826362577410185
750,65683.06377204692,-14.389519729951413
850,62981.65694846289,-15.418539666342854
950,62148.27612231152,-16.5321335848495
1050,59097.63741640423,-18.13667517306367
