Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5124.618440785088,82.7133436799852
150,1486.5199179622628,-17.83148316276393
250,1216.8492653187368,-23.455010906225787
350,1148.500975916388,-23.656780825105283
450,1141.8951496221755,-24.405482513791068
550,1143.775405011809,-24.887963364853483
650,979.6122371024119,-25.54268139197225
750,940.4508332598601,-27.04034211548258
850,905.6675159234792,-27.66770634022049
950,885.6645264897977,-28.29022963465807
1050,859.4076866051332,-29.168887505059438
