Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,133141.11287928716,22.2683736110827
150,1941.1194999943857,8.842954407762706
250,1742.0667627512842,-7.00109757836567
350,1726.7491839281486,-7.544606098538854
450,1686.5004521881524,-5.099652134473332
550,1683.8172089697453,-9.895568217070062
650,1703.3646788283183,-8.852485524959915
750,1688.4224327085371,-10.397488162767502
850,1685.128512555072,-12.032715303378854
950,1679.9150746407338,-13.28430578995854
1050,1679.4572128610723,-13.891109895882124
