Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5185673.659779549,76.4121480985897
150,511238.6488468397,32.235692423385146
250,242686.16363865495,-12.150125340275496
350,268350.798049221,-14.752097800778946
450,258507.6676920291,-20.19409196859051
550,257805.6080302661,-19.392555774515355
650,189327.68203945478,-25.558998148916235
750,241862.57363633305,-32.96754003926311
850,218478.6877257501,-37.54000783620511
950,228161.43329184843,-38.07440566585373
1050,215820.12898525636,-43.77929465237025
