Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,19251404.59939876,-49.42238561210179
150,9011286.404294193,-63.34158549006756
250,6219585.4735871805,-71.06564745279275
350,5348646.3532905085,-74.75673833683231
450,4336509.81070562,-78.44091350868622
550,3666491.3654196956,-81.0387381126821
650,3089110.425071245,-83.06842836109348
750,2685766.6325322636,-84.80297982973813
850,2397495.356154551,-86.98891495234305
950,2219959.0229716194,-88.86175348756501
1050,2011280.1878759935,-89.50533041189463
