Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22129766.110749304,-77.43893813050478
150,7819575.869779772,-84.58593708073899
250,4862122.553785355,-87.40292150277944
350,3533026.9535628054,-89.56812962722876
450,2800023.3355883663,-91.52883161495191
550,2311164.70740637,-93.38178174684485
650,1924265.5715489043,-94.77988091215933
750,1695100.2629891818,-97.00566383969355
850,1483585.8621429626,-98.90272006341415
950,1375070.3340753803,-100.56776418640422
1050,1238263.0740746518,-102.37178164674135
