Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3242.1626896361095,-30.799654421256694
150,2643.0477737530464,-27.47302495658959
250,2446.3550914919383,-26.003402372203865
350,2185.1518369623795,-28.47040647876187
450,1967.799587709493,-29.56044668712382
550,1884.8736424198619,-31.06258399793355
650,1790.599957223476,-33.09960091982048
750,1809.4041897035947,-34.57145014412956
850,1683.1513335304323,-36.58345775320368
950,1608.2233890918299,-38.07378607093754
1050,1550.4538616916827,-39.61543025208823
