Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4899334.908820097,76.83070754702604
150,54753.26019420843,59.88011275512208
250,158234.20344225594,-11.938633318627932
350,193375.01227410987,-13.957685055564038
450,189750.3839677055,-20.848929461264895
550,182024.10078005047,-22.608273997617324
650,160869.52903317625,-23.411538870247618
750,145145.44692081396,-29.297224270066966
850,124920.5354626438,-34.09741010585647
950,112333.09344731361,-37.49372235084756
1050,101734.05164962192,-40.611154400498954
