Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,5232269.756908122,109.19533796807823
150,515155.5155928764,31.511338978522982
250,317983.12107091903,-23.10239666234642
350,317762.75743799825,-20.780228500867793
450,311099.6126374963,-26.936698516926665
550,300170.9184487956,-46.63915800744563
650,332971.7257823399,-35.938561252512095
750,224407.49635953485,-53.65963040941625
850,254667.68500795882,-47.04645512813703
950,218551.78355880867,-56.226951349752625
1050,190035.53365357663,-60.04068381745484
