Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,21386673.121463634,-49.4621184756681
150,8962537.705444274,-78.29432471067689
250,5583810.174219368,-80.66850045690079
350,4078998.7482290347,-84.55336264019054
450,3238585.1001482136,-88.20086512693616
550,2708464.1756560104,-91.73942699379516
650,2277469.9788162005,-94.716459864374
750,1987336.16384249,-97.0996599461026
850,1741703.5467483094,-99.4427752445905
950,1601084.0657775481,-101.18721150124516
1050,1457326.7326807582,-104.04011745252923
