Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,18157383.543690257,-79.31139872148148
150,6392315.393331927,-84.55610188692394
250,3964679.9607773745,-87.5153293569183
350,2874808.526797958,-89.54256785520091
450,2286862.4020692776,-92.04594501439917
550,1904240.4529463847,-94.52148464329522
650,1610249.4519380396,-96.91077388816896
750,1405101.4396950114,-98.87908229512736
850,1235299.3847919109,-101.06440489746286
950,1133972.6674710729,-102.75166947904543
1050,1028044.1897855452,-104.60784813854097
