Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,23891586.590857822,-33.99132146332547
150,12090749.175601555,-68.44068177287141
250,7222198.838493663,-74.68497019914024
350,5435996.039897745,-80.74896573831408
450,4178059.7100950237,-84.09139537240263
550,3453673.1183301355,-87.9013601889453
650,2895862.4068213617,-91.69193570636773
750,2515109.0280373963,-94.09336657763261
850,2201091.5517455824,-97.40999647586364
950,2005876.481502466,-99.35406546135711
1050,1809676.4214143164,-102.69825538267534
