Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4413665.140396336,-20.16268109144407
150,887643.1131090667,-1.74575302425104
250,948126.9134907271,-16.436786791811393
350,620369.6071572045,-36.59758882719296
450,558168.4521517551,-35.95150292134089
550,235523.42076184996,-10.150951956044716
650,215429.64260387153,-10.916817623630559
750,431281.9803714877,-54.13008202591054
850,361120.8113214963,-55.14313687372728
950,360263.39124543767,-58.94581686102861
1050,349218.9813986819,-62.676476735072704
