Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3244729.080079046,50.39578898584432
150,156732.14178573494,146.98671283146282
250,82760.94630401328,1.468326481097004
350,75227.64158531028,-11.588286996955766
450,73007.19486020757,-18.038873027532606
550,70463.89247077084,-23.899844688742725
650,67506.50701913063,-28.3508576996756
750,64888.32931872763,-30.949147938994397
850,60678.30056403365,-34.50670638967079
950,57848.595624165806,-36.06943669728061
1050,56412.13494768252,-39.10952468040262
