Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10905606.128755296,-56.37367756515326
150,4306187.505721739,-79.06567068095669
250,2711256.494300636,-80.83471436614695
350,2017106.3486152024,-83.48047168997718
450,1610386.0846356105,-85.97973058024112
550,1345475.684378212,-88.29036111305939
650,1142392.2938924958,-90.85054642018984
750,1003846.5550935876,-93.06947736958553
850,886494.4885775119,-95.33126821628682
950,816023.3226197029,-97.27389636317368
1050,745464.7674651936,-99.3634245938035
