Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11542.894192073241,68.0683995627236
150,2789.00209473485,-33.33236594150229
250,2305.555663388282,-27.444583780005228
350,2164.020446446335,-29.087531641607924
450,2125.4800100693205,-29.040808678011476
550,1887.3804350030332,-29.996101831141914
650,1796.4227571133194,-31.0474221772549
750,1713.6294545528413,-31.90281830482632
850,1661.7440090674331,-33.06086925567423
950,1613.9628631240032,-33.816737746694585
1050,1569.1405773822414,-35.1197105580242
