Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,235289.2163985819,-28.214443980275366
150,170588.0914500109,-25.702753726812237
250,153638.09770136938,-27.050606868395953
350,144098.24202006753,-29.7740085917808
450,136033.66118494197,-32.67370029060871
550,130525.91069434733,-35.69578591664818
650,124519.10720608888,-39.04948317291378
750,119806.00210907067,-42.07460556467874
850,114919.39344044682,-45.3962827713939
950,112113.51666180226,-47.788776012303686
1050,108207.1037690661,-50.62172481142242
