Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,239811.6373221427,116.17969683587872
150,2354.513803323985,-18.883215307447216
250,2578.126342481409,-13.640529410127815
350,2546.7967094149967,-12.8465458545375
450,2493.0356888743922,-9.432739122369004
550,2449.912693412025,-9.787022693651016
650,2446.980111325346,-11.380606962536831
750,2462.280782328928,-11.744934936573475
850,2450.3684072598317,-12.721583140033538
950,2431.6284921865918,-13.222148433568668
1050,2414.4880675707996,-14.248378085121837
