Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2839964.9335544696,27.796251719803582
150,3766248.7926205923,-22.14458804984977
250,3323076.2132554688,-31.235868252241396
350,2825823.955677299,-37.67638309827657
450,2433142.0418172614,-43.289289580535154
550,2153851.4780168673,-48.88630876864729
650,2001568.8934919464,-57.142394423046305
750,1844761.7693476465,-63.10359396473671
850,1697703.965195918,-69.93817004964446
950,1653844.5209338719,-78.51025389476732
1050,1508398.3764806367,-80.74390891607887
