Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11875137.075651055,-55.559872107426585
150,4814352.9953817045,-83.24617750633027
250,2935269.5519957975,-83.20894841947678
350,2136948.1925291414,-84.33307888649145
450,1688989.1197737306,-85.44405321971814
550,1401980.6180898387,-86.5240649167244
650,1183230.2446871852,-87.92482008356882
750,1034554.5473648211,-89.2891810795831
850,909784.7247180678,-90.63589530545791
950,835026.397093488,-91.77230548885025
1050,758416.2926252788,-93.01375947645329
