Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14097733.757187478,-27.765153236395413
150,7992771.746206844,-61.27604066945189
250,5310884.0123444265,-65.8461312066143
350,4034903.525459179,-71.89700984896625
450,3261233.969694217,-76.12849089575943
550,2755292.77064972,-80.30412012994121
650,2335692.2101975842,-83.33361983894011
750,2053815.5435328546,-86.19127442794789
850,1811835.1994899234,-89.11272778080543
950,1663834.2653626215,-90.94165858987022
1050,1501290.1246575133,-92.23997053221342
