Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,206726.98806033423,-31.270396355779386
150,154909.94961117714,-24.058860972332845
250,141221.46289117393,-24.72531284878991
350,132573.70636107062,-26.56138906245749
450,126668.05933925041,-28.8451713570239
550,121636.34316047555,-31.173704214312217
650,115866.03829207188,-33.76218245408364
750,110982.95162101852,-36.14744269820251
850,106523.5477952838,-38.724686889205074
950,103797.35141556949,-40.67278328694828
1050,101330.06528954783,-43.375586780121466
