Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,21583955.197669536,-78.58649820639006
150,7318986.026578388,-81.8657235096267
250,4459850.538770334,-82.15502288692765
350,3265667.993169908,-85.88887220158901
450,2569492.7373785004,-88.13379129197921
550,2131513.0934167025,-90.51204149202019
650,1792777.5113934309,-92.8830436865995
750,1566272.7837764984,-95.16204574711563
850,1375752.5124736892,-97.71147244567493
950,1261841.1222919917,-99.39958018568197
1050,1146088.906120494,-101.6048796459594
