Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10616155.414778046,-60.862219664313116
150,4306402.715668273,-81.87207205640004
250,2651611.894835526,-83.93286439672673
350,1928394.6095187196,-85.66699609318421
450,1521336.8901739994,-87.28906342596756
550,1258326.4594372183,-88.66296587600466
650,1057814.6476543695,-90.17167232759668
750,921108.4950603023,-91.59746930336486
850,809324.6826489175,-93.03074924451946
950,742546.82297915,-94.12477316801036
1050,673058.7189399395,-95.35320727827603
