Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2759128.519730186,-64.0787681454219
150,270122.325243289,80.45475738320005
250,94490.96321874092,2.0782036236521835
350,87429.6651806528,-11.515519808987397
450,78530.89421128186,-15.35301900358317
550,75695.41045820375,-20.772740434394365
650,69656.40096197382,-23.386202509400214
750,65149.76468653824,-25.09083927878508
850,62662.72387774484,-28.482049052188128
950,60723.66404887098,-30.457357284855792
1050,58258.000431066386,-31.58089022871112
