Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13070664.270415524,-25.41631927523901
150,9194813.309070814,-42.066889603895646
250,7749253.64789643,-50.59177239099612
350,6195922.95510428,-59.13350897395949
450,5277689.228966102,-65.25790844289399
550,4897353.109526293,-76.1156016678659
650,4093340.6196194114,-78.70332071289745
750,3652608.7584416736,-83.40258287812324
850,3115657.7840622673,-84.02946359234673
950,2919180.2744207946,-87.35342505999168
1050,2738864.5830305116,-94.08802607798653
