Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,33575.71928299897,86.46174672227208
150,1961.4467659272668,-23.458614684830525
250,1771.931180796058,-29.8228466352983
350,1513.0581990638466,-24.845085901215096
450,1431.2746732167193,-28.856040549966977
550,1333.7980748825682,-29.60620281912444
650,1257.490440063305,-29.572850628486375
750,1225.5299072600326,-30.296026121249813
850,1160.1223051643005,-31.51269691335647
950,1193.4859181476947,-32.0606283814381
1050,1148.260897350813,-32.457214447139854
