Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2001.9116938050802,-22.989842209921694
150,1319.9283602606083,-26.831650846267944
250,1253.5793393300135,-23.10478190007376
350,1140.8532751367484,-22.817190604750916
450,1058.0154679147472,-23.126191881899018
550,1033.7529849603861,-24.57450749434573
650,977.803731316873,-26.065260924611973
750,974.6586258369992,-26.727730891844722
850,905.43047812078,-27.70175640563984
950,886.6305268576542,-28.567190820726083
1050,867.0242730050592,-28.848188771359016
