Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,235202.70507443775,-29.75541176201302
150,173818.8971084682,-25.577264771658164
250,155928.13906788512,-27.136688967186405
350,145077.15254252977,-29.80860215768193
450,137111.23164481044,-32.76875965098806
550,131188.24417179666,-35.826120516803
650,126001.65973076854,-39.118162497873705
750,120985.03496282465,-42.144974739261016
850,115861.60326351493,-45.3771024657558
950,112697.09100543169,-47.71809434234633
1050,107777.07799293021,-50.64128422365487
