Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3897869.6921947342,-152.82958483242635
150,326911.20975650044,-22.928822980388688
250,56833.57150805803,23.86154567118094
350,54270.396685656546,-1.7793832913700547
450,46798.49315340627,-10.38966661838294
550,50541.57633404652,-16.445969885769227
650,45767.878563016624,-23.58006999327502
750,47138.434705068394,-27.524556578940274
850,43875.7743856152,-30.952098924257463
950,43046.841965051935,-33.90492794679699
1050,42552.1339608962,-35.85661707152161
