Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11345367.808639955,-30.343508859680615
150,7396258.289551704,-60.913246850780936
250,5016745.2906184625,-68.32722288931514
350,3708209.46134913,-72.36951231265499
450,2985180.6057026885,-76.20553758303735
550,2565650.908653004,-81.77420103888925
650,2197282.757379351,-86.58866846421104
750,1932096.934230388,-89.52083971845273
850,1701984.5541244734,-92.7627451404087
950,1553468.9462820906,-94.34733129822582
1050,1440679.451160118,-96.079412661632
