Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,256512.8304332249,-20.45366982874966
150,204669.2035463633,-22.76039687250858
250,182257.5304216329,-26.049070334556713
350,168031.78482685596,-28.900081704320186
450,158462.31800587603,-31.57120091106267
550,149857.0475461968,-34.08896289851937
650,142077.13429373887,-36.62104573084982
750,136044.69603710962,-38.93856722481416
850,129968.65362255785,-41.42538314546919
950,125925.12825058411,-43.2338190964502
1050,121917.43157342346,-45.241440047606716
