Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,268799.0788758282,-22.786377869755977
150,208493.48400493615,-23.945532950916732
250,185674.94542263134,-27.215432193133946
350,170492.94638020825,-30.33162057847058
450,159455.30136469778,-33.32338683510644
550,150600.54014822925,-36.20701159500118
650,142322.74876726803,-39.07949822332105
750,136261.8318385118,-41.807224741996556
850,131188.02863172675,-44.77312618015715
950,128659.81633107347,-47.17320020940437
1050,126084.03611342299,-50.17975302693149
