Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,29762446.461767405,-33.09071682274384
150,20805128.306770083,-71.43927840188006
250,12827280.542483924,-84.54724274461518
350,9525110.63070196,-87.37062788579716
450,7403927.949616779,-95.82434346456257
550,6089453.311933379,-98.99270145457074
650,5084877.722007432,-105.072371310982
750,4351882.642616129,-107.8723053390497
850,3776066.9351157546,-112.2863391281125
950,3414894.9959768034,-115.33146235992366
1050,3007651.5858041095,-119.66620300372114
