Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2137801.871534427,30.707350303189763
150,3355977.1774743223,-18.791163968535397
250,2113344.832452125,-20.66622485413467
350,2007729.456555463,-26.79949021000566
450,2353468.628152338,-40.944319364175016
550,2489216.640034521,-57.14912392557978
650,1954485.3353184771,-54.52553187418859
750,1913684.8741664288,-64.75161799835189
850,1549150.1790000862,-60.45759091006091
950,1436805.7006385482,-62.5713434009641
1050,1399873.4886752919,-69.84729266257075
