Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,26198685.017688293,-57.18500972394201
150,9470431.100296693,-67.82853591073663
250,5867496.917134683,-68.75248929374699
350,4320946.892239485,-71.54051316775653
450,3471506.4765302544,-75.85164712904366
550,2833946.802844799,-77.83210675279845
650,2416292.6104452834,-83.91342949407351
750,2118641.5577684618,-86.90282813378198
850,2157571.857689408,-106.66945879219489
950,1965303.130172407,-109.17336351228113
1050,1540995.951186826,-105.44165102081998
