Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,254906.28701967536,-29.66321457623789
150,187146.38076549774,-27.503952254825975
250,167098.26176594853,-28.136952813007508
350,155231.25412127026,-30.276166364853207
450,146082.38074846237,-32.733103139730744
550,138896.56273089582,-35.34816323767432
650,131532.2646476566,-38.194923913340716
750,126099.72962649023,-40.76366155992585
850,120887.65760184922,-43.67337560529819
950,117788.67409025208,-45.712564743881885
1050,112303.89261766101,-48.59059814414866
