Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,25357638.5370742,-36.091801009225016
150,13926180.605303003,-57.45155421994958
250,9473095.883938802,-74.68171348025201
350,7346379.63079157,-83.52919667377606
450,5648302.159397413,-89.38639707401235
550,4687846.732258366,-94.82208044768647
650,3861324.615817416,-100.15918748276763
750,3378597.0917661926,-104.21388300363277
850,2958366.3732379884,-110.24952078586847
950,2683875.752313106,-113.3265422912597
1050,2389948.8236350142,-114.79353093668668
