Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22590445.83253731,-77.94702687664928
150,7809617.680011178,-84.57738090551568
250,4864056.74518368,-87.47706614342754
350,3512141.205870053,-89.16853673047409
450,2773220.5900720414,-91.08916957283107
550,2301410.8981011505,-93.17979508606561
650,1942678.370577762,-95.03777949127519
750,1695401.8388843525,-97.20523041271865
850,1493097.6164193158,-99.25046066551081
950,1371422.443446432,-100.67971227710436
1050,1240020.2747000137,-102.38818179978328
