Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,20112613.65101588,-60.268049918265994
150,8433523.014143625,-69.62247456598338
250,5477916.134584172,-76.1286447473867
350,4096847.8704486247,-82.59179980052765
450,3255606.4241508427,-86.55514139431688
550,2714557.8841530336,-89.99315982007602
650,2278917.7641961123,-93.05493488013688
750,1993336.7595651695,-96.06927400054414
850,1752085.3658224128,-99.36460433572351
950,1597543.2222679076,-100.89895291618579
1050,1488032.1108935291,-101.9074552184663
