Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14512898.534064528,-37.64066556508124
150,7634355.61051991,-62.21303064723338
250,5363218.067971066,-72.20853845069341
350,4024659.3437577565,-78.53755051313439
450,3124241.1291722,-81.91548521347441
550,2601832.623289636,-85.89740741992682
650,2205920.126009198,-89.76622615817531
750,1949001.457285163,-93.30621041780157
850,1824458.5509466396,-99.38183939174122
950,2016462.1192714511,-103.6642853938519
1050,1868890.626664942,-104.79284749741927
