Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,217809.8440662194,-28.502861004686462
150,155113.97014646183,-24.237970414063383
250,141830.49941710086,-24.64142060459691
350,133746.59614544307,-26.46407859736534
450,126316.57236631027,-28.79492578714026
550,120122.42094575505,-31.221146992146515
650,115022.92130679163,-33.75597251168232
750,110500.55221384435,-36.15239935949293
850,106147.64011699613,-38.75918626930964
950,103906.86401884932,-40.757169790137894
1050,102091.21055657673,-42.81985596050305
