Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6182.925143374436,-74.28740831658071
150,2752.8170729217854,-45.2944356426707
250,1990.2818208664444,-30.90732004550653
350,1713.2660277530786,-30.406153068906804
450,1544.4245403930381,-31.10175708750131
550,1487.3362054417685,-34.57028463532068
650,1365.9302965214688,-32.62412634222503
750,1386.4790902450814,-34.20445398498988
850,1255.3847137321413,-34.891867277663536
950,1209.961404393009,-35.439716697611786
1050,1156.675671100931,-35.4839230559593
