Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,688403.2814835056,-50.670320877924176
150,83555.38672507525,25.29176065477726
250,73757.1473238077,-5.8698838668021445
350,59540.98311263027,-10.57375611630466
450,58102.39708660732,-6.946338273599573
550,58032.13862043045,-9.194180648598326
650,57518.31605306747,-13.65110398081978
750,54078.52484496814,-14.439889062633966
850,52933.53690394385,-15.268318829021025
950,51821.34795378765,-18.659589138931633
1050,49335.34876348925,-18.5502801871638
