Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,8512.711627822802,149.10006669747725
150,1942.3254464035513,-23.611964650187865
250,1639.3783878484396,-25.9798397167896
350,1601.7382341086836,-26.690433479251727
450,1401.8805275357895,-27.896828378456597
550,1324.1230345289591,-28.453014660032053
650,1252.3645858946422,-29.399884495645782
750,1200.2251265885768,-30.12375123600619
850,1236.6394356027506,-31.67780874561469
950,1145.3581945327387,-32.07489513432774
1050,1081.7169489929013,-32.56920904162406
