Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,7097764.375126054,8.965947288100917
150,182277.30391794926,-7.354721134050628
250,250962.3709692818,-16.242713683044812
350,271216.7814240173,-12.602551640368183
450,267761.3506419975,-16.165553736628244
550,252827.25718303202,-19.784491871296808
650,232398.66139667967,-22.971234820529876
750,223791.3334148775,-28.762773177237673
850,218199.73664652838,-35.400369686787876
950,243520.3607550248,-37.632787953453516
1050,208215.11141051317,-36.33120089047091
