Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,44840059.82099912,-42.556952971104884
150,20281547.029213857,-70.0250261841086
250,12703327.091315905,-82.08458741854156
350,9344999.471753623,-85.51302426815235
450,7357709.853379894,-95.70475026341114
550,6058232.75812448,-99.251052857616
650,5075522.428520792,-104.12326829992978
750,4401046.7941984255,-108.06304592687506
850,3797789.406941757,-112.93379356498778
950,3449688.1330983588,-115.18294338297099
1050,3094350.832773921,-119.85930192183638
