Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1467735.714160276,115.97363025886264
150,81980.04739125818,20.580250583332266
250,79155.7609056964,-11.108420616627841
350,65186.26390825262,-16.906011354297195
450,63651.75791085591,-14.80328611093267
550,61410.39333676933,-15.717514868725905
650,59932.97032121966,-19.934607534351695
750,58088.855146959024,-21.697495720987128
850,54290.840543152044,-24.039690426471847
950,53498.463797714954,-25.43217136569067
1050,49291.57564776551,-26.116365801447195
